"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,43.6,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,75.5,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,63,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,79.7,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,58.7,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,70,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,61.7,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,66.9,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,61.3,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.9,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,57.3,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,74.1,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,50.8,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,77.5,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,52.3,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,76.9,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,53.7,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.3,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,48.2,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,82.9,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,60.3,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.2,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,53.4,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,68.8,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,59.3,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.7,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,52,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,77.3,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,53.5,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.7,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,41.6,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,73.7,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,56.4,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,95,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,69.7,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,71,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,46.9,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,66.6,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,38.7,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,87.5,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,58.2,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,71.1,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,51.4,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,91.6,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,42.7,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70.2,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,42.6,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,85.1,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,56.8,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,69.1,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,57.3,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.2,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,54.8,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70.6,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,58.4,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,73.2,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,54.4,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,66.3,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,46.3,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,74.5,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,64.1,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,84.3,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,55.2,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,86.4,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,31.9,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,81,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,54.8,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.8,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,57.8,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,77.8,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,49.1,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2014","2014","PC","Percentage","0","Units",,,81.6,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,80,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2014","2014","PC","Percentage","0","Units",,,49.9,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,50.2,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,97.5,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,96.6,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,55.6,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,56.1,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,86.6,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,43.8,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.1,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,64,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,79.8,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,59.3,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,69.3,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,63.4,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,68.7,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,63.1,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,69.8,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,58.1,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,74.9,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,51.5,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,77.8,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,52.6,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,77.4,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,54.1,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,69,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,48.2,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,84.4,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,62.1,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,67.5,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,54.1,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,69.4,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,58.7,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,68.2,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,52.4,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,77.2,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,54.3,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,69.3,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,42.5,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,76,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,58.8,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,92.8,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,71.4,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,73,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,48.5,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,67.5,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,39.4,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,87.5,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,57.6,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.4,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,51.4,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,92.2,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,43.4,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.7,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,43.7,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,86.3,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,58.8,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,76.7,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,56.3,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,74.2,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,59.9,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,73.6,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,56.6,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,68,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,47.9,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,74.8,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,65,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,84.5,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,56.1,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,86.7,,
"TUR","Türkiye","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,32.4,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,81.4,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,55.2,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,76.5,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,58.4,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,79.8,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,49.9,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,95.4,,
"COL","Colombia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,55.6,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,87.5,,
"CRI","Costa Rica","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,42.5,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,77.1,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,63.9,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,80.5,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,60.1,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,71.4,,
"LVA","Latvia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,64.3,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,69.5,,
"LTU","Lithuania","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,65.2,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,73,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,59.7,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,75.7,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,52.4,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,78,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,53.3,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,78.7,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,54.4,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,69.1,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,49.6,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,85.3,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,63.4,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,68.4,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,54.8,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.4,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,59.9,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,68.7,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,52.7,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,77.7,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,54.7,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,71.5,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,43.2,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,76.9,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,59.9,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,92.1,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2018","2018","PC","Percentage","0","Units",,,70.8,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2018","2018","PC","Percentage","0","Units",,,74.8,,
